order_id,date,month,quarter,year,region,category,product,sales_rep,units_sold,unit_price,discount_pct,revenue,cost,profit,profit_margin,customer_rating
ORD-10450,2022-06-11,6,2,2022,West,Sports,Running Shoes,Bob Smith,12,112.03,0.2,967.94,858.66,109.28,11.29,3.9
ORD-10700,2022-06-11,6,2,2022,West,Home & Garden,Plant Pot,Eva Martinez,21,18.95,0.1,322.34,231.79,90.55,28.09,4.4
ORD-10068,2022-06-12,6,2,2022,West,Sports,Running Shoes,Bob Smith,14,105.69,0.1,1198.52,966.46,232.06,19.36,3.8
ORD-10250,2022-06-13,6,2,2022,East,Food & Beverage,Green Tea,Bob Smith,49,13.81,0.05,578.57,405.78,172.79,29.87,5.0
ORD-10206,2022-06-14,6,2,2022,East,Sports,Resistance Bands,Bob Smith,28,15.23,0.0,383.8,293.94,89.86,23.41,4.7
ORD-10113,2022-06-14,6,2,2022,East,Sports,Water Bottle,Carol White,43,22.07,0.15,725.99,628.92,97.07,13.37,3.3
ORD-10983,2022-06-14,6,2,2022,West,Home & Garden,Lamp,Alice Johnson,18,44.56,0.0,721.87,533.09,188.78,26.15,3.7
ORD-10758,2022-06-15,6,2,2022,East,Food & Beverage,Olive Oil,Eva Martinez,36,16.57,0.05,510.02,413.54,96.48,18.92,4.3
ORD-10488,2022-06-16,6,2,2022,South,Clothing,Sneakers,Bob Smith,18,83.57,0.15,1150.76,906.55,244.21,21.22,2.4
ORD-10923,2022-06-16,6,2,2022,North,Clothing,Sneakers,Eva Martinez,15,100.48,0.05,1288.66,993.28,295.38,22.92,3.3
ORD-10240,2022-06-18,6,2,2022,South,Home & Garden,Vacuum,Carol White,9,188.78,0.1,1376.21,1136.96,239.25,17.38,3.3
ORD-10541,2022-06-18,6,2,2022,West,Clothing,Jeans,Alice Johnson,17,59.04,0.2,722.65,541.17,181.48,25.11,5.0
ORD-10511,2022-06-18,6,2,2022,West,Electronics,Smartphone,Bob Smith,2,799.03,0.05,1366.34,1033.65,332.69,24.35,5.0
ORD-10427,2022-06-18,6,2,2022,West,Sports,Running Shoes,David Brown,2,117.81,0.2,169.65,134.69,34.96,20.61,3.8
ORD-10457,2022-06-20,6,2,2022,West,Sports,Water Bottle,Carol White,35,19.9,0.15,532.82,362.38,170.44,31.99,4.3
ORD-10822,2022-06-21,6,2,2022,South,Food & Beverage,Green Tea,Alice Johnson,42,10.79,0.1,367.08,295.06,72.02,19.62,4.3
ORD-10373,2022-06-22,6,2,2022,West,Food & Beverage,Energy Bars,Eva Martinez,33,22.21,0.0,659.64,450.42,209.22,31.72,3.3
ORD-10062,2022-06-23,6,2,2022,North,Home & Garden,Blender,Eva Martinez,22,59.44,0.0,1176.91,867.89,309.02,26.26,5.0
ORD-10660,2022-06-24,6,2,2022,North,Electronics,Tablet,Carol White,14,526.49,0.15,5638.71,4374.15,1264.56,22.43,4.5
ORD-10872,2022-06-25,6,2,2022,East,Clothing,T-Shirt,Eva Martinez,11,26.22,0.2,207.66,196.45,11.21,5.4,4.4
ORD-10805,2022-06-27,6,2,2022,West,Clothing,Sneakers,Eva Martinez,25,88.69,0.1,1795.97,1481.11,314.86,17.53,2.9
ORD-10640,2022-06-28,6,2,2022,West,Electronics,Smart Watch,David Brown,6,302.0,0.0,1630.8,910.28,720.52,44.18,3.7
ORD-10522,2022-06-28,6,2,2022,North,Home & Garden,Plant Pot,Carol White,28,20.82,0.0,524.66,302.56,222.1,42.33,4.4
ORD-10431,2022-06-28,6,2,2022,North,Sports,Water Bottle,Eva Martinez,48,22.62,0.2,781.75,597.14,184.61,23.61,5.0
ORD-10896,2022-06-29,6,2,2022,South,Clothing,Sneakers,Alice Johnson,3,84.82,0.1,206.11,156.47,49.64,24.08,4.5
ORD-10277,2022-06-29,6,2,2022,West,Clothing,Jacket,David Brown,13,122.03,0.15,1213.59,852.31,361.28,29.77,3.8
ORD-10622,2022-06-29,6,2,2022,West,Sports,Yoga Mat,Bob Smith,43,33.86,0.2,1048.31,811.27,237.04,22.61,3.3
ORD-10977,2022-06-29,6,2,2022,South,Home & Garden,Lamp,David Brown,17,41.48,0.2,507.72,360.47,147.25,29.0,5.0
ORD-10305,2022-06-29,6,2,2022,West,Food & Beverage,Energy Bars,Alice Johnson,23,22.72,0.15,399.76,343.41,56.35,14.1,4.1
ORD-10111,2022-06-29,6,2,2022,West,Food & Beverage,Energy Bars,Carol White,12,22.75,0.2,196.56,160.3,36.26,18.45,3.1
ORD-10950,2022-07-01,7,3,2022,East,Clothing,Jeans,David Brown,9,68.3,0.1,553.23,395.34,157.89,28.54,3.8
ORD-10558,2022-07-01,7,3,2022,North,Clothing,Sneakers,Eva Martinez,8,105.86,0.15,719.85,430.32,289.53,40.22,4.1
ORD-10633,2022-07-02,7,3,2022,West,Home & Garden,Plant Pot,Bob Smith,37,19.89,0.1,662.34,394.87,267.47,40.38,3.4
ORD-10946,2022-07-03,7,3,2022,West,Food & Beverage,Green Tea,Bob Smith,20,11.74,0.2,187.84,146.67,41.17,21.92,4.1
ORD-10324,2022-07-03,7,3,2022,North,Electronics,Smart Watch,Bob Smith,4,311.36,0.05,1183.17,777.1,406.07,34.32,4.4
ORD-10504,2022-07-04,7,3,2022,North,Sports,Running Shoes,Bob Smith,6,121.56,0.0,729.36,365.37,363.99,49.91,3.4
ORD-10829,2022-07-04,7,3,2022,East,Food & Beverage,Coffee Beans,Alice Johnson,5,18.8,0.0,94.0,54.73,39.27,41.78,4.6
ORD-10644,2022-07-04,7,3,2022,South,Food & Beverage,Protein Powder,Alice Johnson,47,40.39,0.1,1708.5,1254.45,454.05,26.58,2.5
ORD-10172,2022-07-05,7,3,2022,South,Food & Beverage,Energy Bars,Alice Johnson,10,20.41,0.0,204.1,105.8,98.3,48.16,4.0
ORD-10580,2022-07-05,7,3,2022,North,Food & Beverage,Energy Bars,Eva Martinez,5,20.21,0.1,90.95,64.1,26.85,29.52,5.0
ORD-10201,2022-07-05,7,3,2022,South,Sports,Yoga Mat,David Brown,24,33.26,0.05,758.33,553.91,204.42,26.96,3.9
ORD-10606,2022-07-06,7,3,2022,East,Clothing,T-Shirt,David Brown,39,26.51,0.2,827.11,531.18,295.93,35.78,4.8
ORD-10239,2022-07-06,7,3,2022,South,Sports,Resistance Bands,Alice Johnson,8,16.44,0.2,105.22,69.78,35.44,33.68,5.0
ORD-10656,2022-07-08,7,3,2022,North,Clothing,Sneakers,Carol White,48,101.07,0.0,4851.36,2629.99,2221.37,45.79,4.2
ORD-10283,2022-07-09,7,3,2022,South,Sports,Running Shoes,Bob Smith,1,93.85,0.1,84.47,54.12,30.35,35.93,3.3
ORD-10281,2022-07-10,7,3,2022,North,Home & Garden,Plant Pot,Eva Martinez,44,21.91,0.05,915.84,515.86,399.98,43.67,3.7
ORD-10686,2022-07-11,7,3,2022,East,Home & Garden,Lamp,Carol White,39,46.1,0.2,1438.32,956.61,481.71,33.49,3.1
ORD-10642,2022-07-11,7,3,2022,East,Clothing,T-Shirt,David Brown,40,26.42,0.1,951.12,605.74,345.38,36.31,3.1
ORD-10445,2022-07-12,7,3,2022,West,Food & Beverage,Green Tea,Bob Smith,32,12.49,0.0,399.68,207.05,192.63,48.2,4.2
ORD-10462,2022-07-14,7,3,2022,West,Food & Beverage,Olive Oil,Carol White,43,14.84,0.1,574.31,357.02,217.29,37.83,2.9
ORD-10029,2022-07-14,7,3,2022,West,Clothing,Jeans,Bob Smith,18,60.99,0.15,933.15,603.76,329.39,35.3,4.8
ORD-10697,2022-07-14,7,3,2022,South,Food & Beverage,Protein Powder,Eva Martinez,41,41.97,0.05,1634.73,1052.57,582.16,35.61,4.0
ORD-10091,2022-07-15,7,3,2022,North,Clothing,Jeans,David Brown,36,59.63,0.05,2039.35,1369.84,669.51,32.83,4.2
ORD-10692,2022-07-16,7,3,2022,North,Electronics,Smart Watch,David Brown,11,326.69,0.15,3054.55,2174.71,879.84,28.8,4.3
ORD-10095,2022-07-17,7,3,2022,East,Electronics,Smart Watch,Bob Smith,4,322.63,0.05,1225.99,835.9,390.09,31.82,4.5
ORD-10255,2022-07-19,7,3,2022,East,Food & Beverage,Green Tea,Alice Johnson,25,13.38,0.2,267.6,197.38,70.22,26.24,4.2
ORD-10502,2022-07-19,7,3,2022,North,Sports,Resistance Bands,Carol White,27,16.3,0.0,440.1,296.7,143.4,32.58,4.1
ORD-10716,2022-07-20,7,3,2022,South,Clothing,Jacket,Carol White,13,118.9,0.15,1313.85,872.83,441.02,33.57,3.7
ORD-10362,2022-07-22,7,3,2022,West,Food & Beverage,Energy Bars,David Brown,1,22.19,0.05,21.08,12.01,9.07,43.03,3.8
ORD-10186,2022-07-22,7,3,2022,South,Food & Beverage,Protein Powder,Alice Johnson,12,45.85,0.15,467.67,326.15,141.52,30.26,4.8
ORD-10507,2022-07-24,7,3,2022,East,Electronics,Tablet,Eva Martinez,4,597.74,0.0,2390.96,1519.1,871.86,36.46,3.9
ORD-10868,2022-07-24,7,3,2022,West,Clothing,Jacket,David Brown,10,113.68,0.15,966.28,580.75,385.53,39.9,3.4
ORD-10080,2022-07-24,7,3,2022,North,Food & Beverage,Protein Powder,Bob Smith,9,44.95,0.15,343.87,256.44,87.43,25.43,4.7
ORD-10484,2022-07-25,7,3,2022,North,Clothing,Jacket,David Brown,1,125.75,0.1,113.17,80.6,32.57,28.78,3.0
ORD-10625,2022-07-25,7,3,2022,North,Electronics,Laptop,Eva Martinez,3,1280.85,0.2,3074.04,2624.47,449.57,14.62,4.8
ORD-10219,2022-07-26,7,3,2022,North,Clothing,Jacket,Carol White,15,115.27,0.1,1556.14,1042.75,513.39,32.99,4.0
ORD-10447,2022-07-26,7,3,2022,South,Home & Garden,Vacuum,Carol White,1,203.13,0.0,203.13,107.57,95.56,47.04,4.3
ORD-10767,2022-07-26,7,3,2022,East,Home & Garden,Coffee Maker,Carol White,20,80.58,0.2,1289.28,983.07,306.21,23.75,3.1
ORD-10518,2022-07-26,7,3,2022,East,Sports,Running Shoes,Bob Smith,1,113.58,0.2,90.86,68.07,22.79,25.08,3.2
ORD-10741,2022-07-27,7,3,2022,South,Electronics,Smartphone,David Brown,5,825.62,0.15,3508.89,2631.96,876.93,24.99,3.8
ORD-10853,2022-07-27,7,3,2022,West,Home & Garden,Lamp,Carol White,8,46.51,0.2,297.66,226.66,71.0,23.85,5.0
ORD-10038,2022-07-29,7,3,2022,East,Clothing,T-Shirt,David Brown,9,27.62,0.1,223.72,147.02,76.7,34.28,3.8
ORD-10890,2022-07-29,7,3,2022,North,Home & Garden,Lamp,Eva Martinez,9,43.93,0.15,336.06,225.1,110.96,33.02,4.0
ORD-10465,2022-07-31,7,3,2022,South,Home & Garden,Coffee Maker,David Brown,8,69.27,0.1,498.74,364.07,134.67,27.0,5.0
ORD-10635,2022-07-31,7,3,2022,South,Clothing,Sneakers,Eva Martinez,23,90.17,0.05,1970.21,1360.04,610.17,30.97,4.3
ORD-10428,2022-08-01,8,3,2022,West,Home & Garden,Lamp,Carol White,8,43.13,0.0,345.04,183.4,161.64,46.85,4.1
ORD-10519,2022-08-01,8,3,2022,West,Home & Garden,Vacuum,Alice Johnson,1,202.24,0.0,202.24,137.8,64.44,31.86,4.5
ORD-10694,2022-08-02,8,3,2022,West,Electronics,Headphones,Alice Johnson,6,150.24,0.2,721.15,584.76,136.39,18.91,3.7
ORD-10641,2022-08-04,8,3,2022,West,Food & Beverage,Coffee Beans,Carol White,24,18.64,0.2,357.89,300.79,57.1,15.95,4.9
ORD-10048,2022-08-04,8,3,2022,South,Electronics,Tablet,Eva Martinez,15,482.03,0.15,6145.88,5023.48,1122.4,18.26,4.3
ORD-10722,2022-08-05,8,3,2022,South,Food & Beverage,Olive Oil,Carol White,36,13.57,0.15,415.24,305.13,110.11,26.52,3.6
ORD-10199,2022-08-08,8,3,2022,East,Sports,Dumbbells,Bob Smith,9,87.5,0.05,748.12,405.9,342.22,45.74,4.8
ORD-10704,2022-08-08,8,3,2022,East,Electronics,Tablet,Eva Martinez,9,541.13,0.2,3896.14,2990.94,905.2,23.23,4.0
ORD-10707,2022-08-11,8,3,2022,North,Home & Garden,Lamp,Bob Smith,32,45.73,0.2,1170.69,971.53,199.16,17.01,4.8
ORD-10679,2022-08-12,8,3,2022,North,Clothing,Jeans,Carol White,1,58.34,0.05,55.42,38.44,16.98,30.64,4.0
ORD-10024,2022-08-14,8,3,2022,North,Electronics,Laptop,Bob Smith,1,1281.65,0.0,1281.65,861.18,420.47,32.81,2.6
ORD-10159,2022-08-15,8,3,2022,North,Food & Beverage,Green Tea,David Brown,42,12.8,0.0,537.6,275.34,262.26,48.78,3.7
ORD-10315,2022-08-15,8,3,2022,South,Electronics,Tablet,Eva Martinez,15,434.8,0.2,5217.6,4016.43,1201.17,23.02,5.0
ORD-10207,2022-08-16,8,3,2022,West,Home & Garden,Coffee Maker,David Brown,4,76.25,0.15,259.25,183.12,76.13,29.37,3.6
ORD-10875,2022-08-16,8,3,2022,South,Food & Beverage,Coffee Beans,David Brown,3,14.79,0.0,44.37,30.98,13.39,30.18,4.3
ORD-10298,2022-08-17,8,3,2022,North,Electronics,Tablet,David Brown,11,517.92,0.2,4557.7,3331.82,1225.88,26.9,3.5
ORD-10269,2022-08-19,8,3,2022,East,Home & Garden,Vacuum,David Brown,6,231.07,0.15,1178.46,789.93,388.53,32.97,3.7
ORD-10740,2022-08-20,8,3,2022,North,Sports,Yoga Mat,Carol White,27,38.08,0.05,976.75,666.73,310.02,31.74,3.6
ORD-10468,2022-08-20,8,3,2022,East,Food & Beverage,Coffee Beans,Bob Smith,49,18.79,0.0,920.71,476.14,444.57,48.29,4.3
ORD-10052,2022-08-22,8,3,2022,South,Electronics,Smartphone,David Brown,3,753.87,0.1,2035.45,1521.77,513.68,25.24,4.3
ORD-10599,2022-08-24,8,3,2022,North,Food & Beverage,Green Tea,Bob Smith,10,12.74,0.05,121.03,67.71,53.32,44.06,4.9
ORD-10945,2022-08-25,8,3,2022,South,Electronics,Laptop,Alice Johnson,1,1171.14,0.15,995.47,744.4,251.07,25.22,4.1
ORD-10423,2022-08-26,8,3,2022,West,Home & Garden,Lamp,Alice Johnson,38,45.65,0.0,1734.7,1042.7,692.0,39.89,5.0
ORD-10361,2022-08-26,8,3,2022,West,Clothing,Sneakers,David Brown,26,83.93,0.0,2182.18,1412.91,769.27,35.25,4.3
ORD-10446,2022-08-27,8,3,2022,South,Electronics,Smart Watch,David Brown,1,300.2,0.1,270.18,205.21,64.97,24.05,4.8
ORD-10302,2022-08-28,8,3,2022,South,Electronics,Smartphone,Eva Martinez,3,775.71,0.05,2210.77,1543.25,667.52,30.19,5.0
ORD-10063,2022-08-29,8,3,2022,East,Clothing,Sneakers,Bob Smith,2,94.1,0.0,188.2,103.32,84.88,45.1,3.4
ORD-10866,2022-08-29,8,3,2022,West,Food & Beverage,Olive Oil,Carol White,27,13.99,0.05,358.84,245.3,113.54,31.64,3.7
ORD-10151,2022-08-30,8,3,2022,East,Electronics,Tablet,Eva Martinez,15,570.55,0.1,7702.43,4382.77,3319.66,43.1,4.4
ORD-10228,2022-08-30,8,3,2022,East,Home & Garden,Lamp,Eva Martinez,3,49.24,0.2,118.18,78.39,39.79,33.67,3.5
ORD-10208,2022-08-30,8,3,2022,West,Electronics,Tablet,Bob Smith,1,538.78,0.1,484.9,369.69,115.21,23.76,4.1
ORD-10775,2022-09-01,9,3,2022,East,Sports,Running Shoes,Bob Smith,9,120.39,0.1,975.16,579.68,395.48,40.56,3.9
ORD-10970,2022-09-02,9,3,2022,North,Clothing,Sneakers,Alice Johnson,16,95.96,0.1,1381.82,910.21,471.61,34.13,3.7
ORD-10367,2022-09-02,9,3,2022,East,Electronics,Smartphone,Carol White,2,925.28,0.2,1480.45,1069.05,411.4,27.79,4.5
ORD-10878,2022-09-02,9,3,2022,North,Electronics,Headphones,Carol White,3,156.42,0.15,398.87,315.15,83.72,20.99,4.8
ORD-10689,2022-09-02,9,3,2022,East,Electronics,Smart Watch,David Brown,4,320.01,0.2,1024.03,814.93,209.1,20.42,5.0
ORD-10877,2022-09-04,9,3,2022,North,Food & Beverage,Coffee Beans,David Brown,14,19.38,0.05,257.75,155.11,102.64,39.82,4.9
ORD-10968,2022-09-04,9,3,2022,South,Home & Garden,Lamp,David Brown,21,43.29,0.0,909.09,569.8,339.29,37.32,4.1
ORD-10486,2022-09-05,9,3,2022,East,Sports,Resistance Bands,David Brown,12,17.19,0.15,175.34,127.35,47.99,27.37,3.6
ORD-10326,2022-09-07,9,3,2022,South,Home & Garden,Coffee Maker,Alice Johnson,6,70.29,0.15,358.48,242.86,115.62,32.25,3.3
ORD-10093,2022-09-07,9,3,2022,East,Food & Beverage,Green Tea,David Brown,36,13.51,0.2,389.09,276.62,112.47,28.91,4.1
ORD-10065,2022-09-07,9,3,2022,South,Electronics,Laptop,David Brown,2,1051.61,0.05,1998.06,1389.85,608.21,30.44,3.9
ORD-10566,2022-09-07,9,3,2022,North,Home & Garden,Lamp,Alice Johnson,25,51.06,0.1,1148.85,776.17,372.68,32.44,4.3
ORD-10360,2022-09-07,9,3,2022,South,Food & Beverage,Protein Powder,Carol White,36,43.41,0.15,1328.35,1080.95,247.4,18.62,2.9
ORD-10009,2022-09-08,9,3,2022,South,Sports,Water Bottle,Carol White,41,18.14,0.2,594.99,404.54,190.45,32.01,3.2
ORD-10744,2022-09-09,9,3,2022,West,Electronics,Smart Watch,David Brown,9,277.12,0.0,2494.08,1341.74,1152.34,46.2,4.7
ORD-10317,2022-09-09,9,3,2022,West,Food & Beverage,Green Tea,Carol White,49,11.39,0.15,474.39,386.94,87.45,18.43,2.9
ORD-10336,2022-09-10,9,3,2022,North,Electronics,Tablet,Bob Smith,7,516.0,0.05,3431.4,2340.33,1091.07,31.8,3.6
ORD-10381,2022-09-11,9,3,2022,West,Sports,Dumbbells,Eva Martinez,41,90.24,0.1,3329.86,2314.48,1015.38,30.49,3.9
ORD-10023,2022-09-11,9,3,2022,South,Electronics,Tablet,Alice Johnson,10,464.06,0.2,3712.48,2533.87,1178.61,31.75,4.9
ORD-10531,2022-09-12,9,3,2022,West,Home & Garden,Lamp,Bob Smith,36,47.58,0.2,1370.3,875.13,495.17,36.14,3.0
ORD-10430,2022-09-12,9,3,2022,East,Sports,Resistance Bands,Alice Johnson,44,16.67,0.1,660.13,404.91,255.22,38.66,2.9
ORD-10839,2022-09-14,9,3,2022,West,Electronics,Headphones,Bob Smith,11,157.49,0.0,1732.39,1189.42,542.97,31.34,3.5
ORD-10241,2022-09-14,9,3,2022,South,Food & Beverage,Green Tea,Bob Smith,41,10.48,0.1,386.71,267.64,119.07,30.79,4.1
ORD-10581,2022-09-14,9,3,2022,North,Clothing,Dress,David Brown,22,78.16,0.1,1547.57,903.85,643.72,41.6,2.8
ORD-10675,2022-09-14,9,3,2022,West,Electronics,Laptop,Bob Smith,4,1129.79,0.15,3841.29,2482.97,1358.32,35.36,2.8
ORD-10325,2022-09-16,9,3,2022,East,Home & Garden,Lamp,Alice Johnson,24,54.08,0.15,1103.23,768.11,335.12,30.38,4.9
ORD-10216,2022-09-17,9,3,2022,North,Home & Garden,Coffee Maker,Carol White,16,77.69,0.0,1243.04,813.32,429.72,34.57,4.3
ORD-10678,2022-09-17,9,3,2022,West,Home & Garden,Vacuum,Carol White,15,194.54,0.0,2918.1,1963.1,955.0,32.73,4.1
ORD-10972,2022-09-22,9,3,2022,East,Food & Beverage,Protein Powder,Alice Johnson,47,51.04,0.15,2039.05,1574.74,464.31,22.77,3.8
ORD-10473,2022-09-22,9,3,2022,East,Electronics,Laptop,David Brown,5,1219.32,0.15,5182.11,3721.43,1460.68,28.19,3.6
ORD-10572,2022-09-22,9,3,2022,West,Sports,Water Bottle,David Brown,28,19.83,0.1,499.72,279.5,220.22,44.07,4.0
ORD-10090,2022-09-22,9,3,2022,East,Home & Garden,Blender,Carol White,36,62.39,0.0,2246.04,1355.09,890.95,39.67,3.2
ORD-10763,2022-09-23,9,3,2022,East,Clothing,Dress,Eva Martinez,32,96.29,0.2,2465.02,1990.0,475.02,19.27,5.0
ORD-10496,2022-09-23,9,3,2022,West,Sports,Water Bottle,Alice Johnson,38,19.75,0.2,600.4,497.73,102.67,17.1,3.7
ORD-10077,2022-09-24,9,3,2022,West,Home & Garden,Vacuum,David Brown,6,202.93,0.1,1095.82,794.16,301.66,27.53,3.5
ORD-10664,2022-09-24,9,3,2022,South,Home & Garden,Coffee Maker,Alice Johnson,34,66.94,0.05,2162.16,1294.51,867.65,40.13,4.3
ORD-10993,2022-09-24,9,3,2022,South,Electronics,Tablet,Bob Smith,10,492.22,0.0,4922.2,2475.0,2447.2,49.72,4.2
ORD-10894,2022-09-24,9,3,2022,South,Sports,Running Shoes,Carol White,13,106.17,0.0,1380.21,731.05,649.16,47.03,4.7
ORD-10054,2022-09-25,9,3,2022,South,Food & Beverage,Green Tea,Alice Johnson,7,11.55,0.2,64.68,47.45,17.23,26.64,4.1
ORD-10529,2022-09-25,9,3,2022,East,Electronics,Smart Watch,Eva Martinez,12,338.97,0.2,3254.11,2216.04,1038.07,31.9,3.9
ORD-10948,2022-09-25,9,3,2022,East,Food & Beverage,Olive Oil,Alice Johnson,49,15.2,0.0,744.8,519.98,224.82,30.19,4.9
ORD-10459,2022-09-25,9,3,2022,North,Electronics,Tablet,Bob Smith,15,513.28,0.15,6544.32,4097.37,2446.95,37.39,4.2
ORD-10997,2022-09-26,9,3,2022,South,Food & Beverage,Energy Bars,Bob Smith,24,21.27,0.2,408.38,325.1,83.28,20.39,4.9
ORD-10017,2022-09-27,9,3,2022,South,Food & Beverage,Coffee Beans,Carol White,41,17.8,0.2,583.84,453.79,130.05,22.27,3.3
ORD-10254,2022-09-28,9,3,2022,East,Sports,Running Shoes,Alice Johnson,7,121.29,0.0,849.03,521.35,327.68,38.59,3.2
ORD-10594,2022-09-28,9,3,2022,East,Clothing,Jacket,Bob Smith,9,135.63,0.1,1098.6,705.08,393.52,35.82,3.3
ORD-10836,2022-09-29,9,3,2022,South,Sports,Yoga Mat,David Brown,13,32.6,0.2,339.04,245.18,93.86,27.68,3.6
ORD-10995,2022-09-30,9,3,2022,East,Sports,Water Bottle,Bob Smith,28,22.88,0.05,608.61,397.21,211.4,34.73,4.4
ORD-10374,2022-10-02,10,4,2022,East,Food & Beverage,Coffee Beans,David Brown,35,19.19,0.05,765.68,468.78,296.9,38.78,2.9
ORD-10524,2022-10-02,10,4,2022,North,Home & Garden,Plant Pot,Bob Smith,8,22.55,0.15,184.01,104.64,79.37,43.13,5.0
ORD-10342,2022-10-03,10,4,2022,East,Home & Garden,Lamp,Bob Smith,5,46.48,0.05,264.94,136.4,128.54,48.52,4.4
ORD-10338,2022-10-04,10,4,2022,North,Clothing,Jacket,Bob Smith,7,119.0,0.15,849.66,509.29,340.37,40.06,5.0
ORD-10516,2022-10-04,10,4,2022,South,Sports,Yoga Mat,Eva Martinez,47,33.91,0.2,1530.02,834.41,695.61,45.46,4.7
ORD-10087,2022-10-04,10,4,2022,West,Sports,Water Bottle,Eva Martinez,18,20.28,0.1,394.24,244.7,149.54,37.93,4.6
ORD-10426,2022-10-06,10,4,2022,South,Electronics,Smartphone,Bob Smith,5,735.78,0.0,4414.68,1953.8,2460.88,55.74,4.6
ORD-10175,2022-10-06,10,4,2022,West,Sports,Water Bottle,Eva Martinez,29,20.31,0.15,600.77,326.67,274.1,45.62,5.0
ORD-10911,2022-10-07,10,4,2022,West,Clothing,Dress,David Brown,46,79.1,0.2,3493.06,2368.91,1124.15,32.18,3.7
ORD-10485,2022-10-08,10,4,2022,East,Sports,Resistance Bands,David Brown,41,16.61,0.0,817.21,433.28,383.93,46.98,3.3
ORD-10505,2022-10-08,10,4,2022,South,Clothing,Dress,Bob Smith,32,81.01,0.0,3110.78,1363.25,1747.53,56.18,3.9
ORD-10596,2022-10-08,10,4,2022,East,Food & Beverage,Olive Oil,Eva Martinez,12,14.94,0.15,182.87,113.08,69.79,38.16,4.3
ORD-10270,2022-10-08,10,4,2022,East,Electronics,Smart Watch,Eva Martinez,7,343.79,0.15,2454.66,1597.15,857.51,34.93,3.3
ORD-10761,2022-10-09,10,4,2022,East,Food & Beverage,Energy Bars,Eva Martinez,14,23.93,0.05,381.92,208.52,173.4,45.4,3.2
ORD-10152,2022-10-10,10,4,2022,South,Electronics,Headphones,Alice Johnson,11,142.35,0.05,1785.07,983.89,801.18,44.88,4.0
ORD-10474,2022-10-10,10,4,2022,West,Electronics,Smart Watch,Eva Martinez,9,299.32,0.15,2747.76,1407.56,1340.2,48.77,4.3
ORD-10886,2022-10-11,10,4,2022,North,Electronics,Tablet,Carol White,8,508.66,0.15,4150.67,2442.75,1707.92,41.15,4.2
ORD-10096,2022-10-11,10,4,2022,East,Electronics,Smartphone,Carol White,2,889.42,0.1,1921.15,953.26,967.89,50.38,3.1
ORD-10835,2022-10-11,10,4,2022,North,Sports,Water Bottle,Carol White,4,20.75,0.1,89.64,57.36,32.28,36.01,3.7
ORD-10979,2022-10-12,10,4,2022,South,Home & Garden,Lamp,Carol White,20,45.01,0.0,1080.24,566.3,513.94,47.58,4.0
ORD-10904,2022-10-12,10,4,2022,South,Electronics,Laptop,Eva Martinez,4,1049.87,0.0,5039.38,2919.34,2120.04,42.07,4.4
ORD-10003,2022-10-12,10,4,2022,North,Clothing,Jeans,Carol White,18,67.97,0.05,1394.74,664.42,730.32,52.36,4.4
ORD-10818,2022-10-12,10,4,2022,East,Clothing,Dress,Carol White,18,83.8,0.1,1629.07,758.48,870.59,53.44,4.3
ORD-10170,2022-10-13,10,4,2022,South,Sports,Resistance Bands,Eva Martinez,40,13.66,0.2,524.54,276.07,248.47,47.37,4.4
ORD-10943,2022-10-13,10,4,2022,East,Sports,Running Shoes,David Brown,11,116.1,0.2,1226.02,881.23,344.79,28.12,4.5
ORD-10053,2022-10-13,10,4,2022,East,Food & Beverage,Energy Bars,Eva Martinez,22,26.48,0.0,699.07,304.72,394.35,56.41,3.9
ORD-10559,2022-10-13,10,4,2022,East,Clothing,Sneakers,Eva Martinez,17,100.0,0.0,2040.0,962.39,1077.61,52.82,4.5
ORD-10575,2022-10-16,10,4,2022,West,Sports,Water Bottle,Alice Johnson,31,19.01,0.05,671.81,357.53,314.28,46.78,2.4
ORD-10043,2022-10-16,10,4,2022,South,Home & Garden,Vacuum,Carol White,9,198.7,0.15,1824.07,983.97,840.1,46.06,4.3
ORD-10567,2022-10-17,10,4,2022,North,Food & Beverage,Green Tea,Eva Martinez,33,12.45,0.15,419.07,245.43,173.64,41.43,4.8
ORD-10996,2022-10-17,10,4,2022,South,Sports,Dumbbells,David Brown,10,80.52,0.0,966.24,449.33,516.91,53.5,4.3
ORD-10194,2022-10-17,10,4,2022,West,Sports,Running Shoes,Eva Martinez,1,115.23,0.1,124.45,59.13,65.32,52.49,3.6
ORD-10724,2022-10-18,10,4,2022,South,Food & Beverage,Green Tea,Alice Johnson,30,12.11,0.0,435.96,186.49,249.47,57.22,3.8
ORD-10938,2022-10-18,10,4,2022,West,Food & Beverage,Green Tea,David Brown,15,11.66,0.2,167.9,101.7,66.2,39.43,4.1
ORD-10907,2022-10-19,10,4,2022,East,Home & Garden,Plant Pot,David Brown,36,21.7,0.0,937.44,424.3,513.14,54.74,3.2
ORD-10703,2022-10-19,10,4,2022,North,Food & Beverage,Protein Powder,Carol White,1,43.89,0.1,47.4,30.59,16.81,35.46,5.0
ORD-10895,2022-10-19,10,4,2022,West,Clothing,Dress,Bob Smith,46,72.5,0.2,3201.6,1857.76,1343.84,41.97,4.3
ORD-10117,2022-10-22,10,4,2022,West,Sports,Yoga Mat,Alice Johnson,41,38.75,0.2,1525.2,1048.36,476.84,31.26,4.6
